Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Norfolk Island,NFK,WPR,,2024,2,5_14,
Norfolk Island,NFK,WPR,,2024,1,5_14,
Tokelau,TKL,WPR,,2024,12,5_14,
Tonga,TON,WPR,UMC,2024,7,15_64,
Tonga,TON,WPR,UMC,2024,7,5_14,
Norfolk Island,NFK,WPR,,2024,4,0_4,
Nigeria,NGA,AFR,LMC,2024,7,65+,
Norfolk Island,NFK,WPR,,2024,7,5_14,
Norfolk Island,NFK,WPR,,2024,9,5_14,
Norfolk Island,NFK,WPR,,2024,11,5_14,
Norfolk Island,NFK,WPR,,2024,4,65+,
Norfolk Island,NFK,WPR,,2024,3,65+,
Tokelau,TKL,WPR,,2024,2,65+,
Tokelau,TKL,WPR,,2024,5,65+,
Tokelau,TKL,WPR,,2024,6,65+,
Norfolk Island,NFK,WPR,,2024,11,65+,
Norfolk Island,NFK,WPR,,2024,11,0_4,
Norfolk Island,NFK,WPR,,2024,10,65+,
Norfolk Island,NFK,WPR,,2024,10,0_4,
Norfolk Island,NFK,WPR,,2024,4,15_64,
Norfolk Island,NFK,WPR,,2024,3,15_64,
Tokelau,TKL,WPR,,2024,7,0_4,
Tokelau,TKL,WPR,,2024,8,0_4,
Tokelau,TKL,WPR,,2024,9,0_4,
Norfolk Island,NFK,WPR,,2024,11,15_64,
Norfolk Island,NFK,WPR,,2024,10,15_64,
Norfolk Island,NFK,WPR,,2024,8,5_14,
Nigeria,NGA,AFR,LMC,2024,6,5_14,
Nigeria,NGA,AFR,LMC,2024,5,5_14,
Nigeria,NGA,AFR,LMC,2024,6,0_4,
Niger,NER,AFR,LIC,2024,10,5_14,
Niger,NER,AFR,LIC,2024,4,65+,
Niger,NER,AFR,LIC,2024,3,65+,
Niger,NER,AFR,LIC,2024,7,0_4,
Niger,NER,AFR,LIC,2024,6,15_64,
Niger,NER,AFR,LIC,2024,5,15_64,
Niger,NER,AFR,LIC,2024,2,15_64,
Niger,NER,AFR,LIC,2024,11,5_14,
Nicaragua,NIC,AMR,LMC,2024,12,0_4,
Nicaragua,NIC,AMR,LMC,2024,10,15_64,
Nicaragua,NIC,AMR,LMC,2024,6,65+,
Nicaragua,NIC,AMR,LMC,2024,6,5_14,
Nicaragua,NIC,AMR,LMC,2024,6,0_4,
Nicaragua,NIC,AMR,LMC,2024,5,65+,
Nicaragua,NIC,AMR,LMC,2024,5,5_14,
Nicaragua,NIC,AMR,LMC,2024,2,65+,
Nicaragua,NIC,AMR,LMC,2024,11,15_64,
Niger,NER,AFR,LIC,2024,12,15_64,
Tonga,TON,WPR,UMC,2024,10,5_14,
Tonga,TON,WPR,UMC,2024,10,15_64,
Niger,NER,AFR,LIC,2024,12,65+,
Niger,NER,AFR,LIC,2024,9,0_4,
Niger,NER,AFR,LIC,2024,8,0_4,
Niger,NER,AFR,LIC,2024,6,65+,
Niger,NER,AFR,LIC,2024,1,15_64,
Tonga,TON,WPR,UMC,2024,3,65+,
Tonga,TON,WPR,UMC,2024,4,5_14,
Tonga,TON,WPR,UMC,2024,12,15_64,
Niger,NER,AFR,LIC,2024,9,15_64,
Niger,NER,AFR,LIC,2024,8,15_64,
Niger,NER,AFR,LIC,2024,5,65+,
Niger,NER,AFR,LIC,2024,4,5_14,
Niger,NER,AFR,LIC,2024,3,5_14,
Niger,NER,AFR,LIC,2024,2,65+,
Niger,NER,AFR,LIC,2024,1,65+,
Niger,NER,AFR,LIC,2024,1,0_4,
Tonga,TON,WPR,UMC,2024,7,65+,
Nicaragua,NIC,AMR,LMC,2024,2,5_14,
Nicaragua,NIC,AMR,LMC,2024,1,65+,
Tonga,TON,WPR,UMC,2024,11,15_64,
Tonga,TON,WPR,UMC,2024,11,5_14,
Tonga,TON,WPR,UMC,2024,4,15_64,
Tonga,TON,WPR,UMC,2024,5,0_4,
Nicaragua,NIC,AMR,LMC,2024,11,65+,
Nicaragua,NIC,AMR,LMC,2024,10,65+,
Nicaragua,NIC,AMR,LMC,2024,9,0_4,
Nicaragua,NIC,AMR,LMC,2024,8,0_4,
Nicaragua,NIC,AMR,LMC,2024,7,5_14,
Nicaragua,NIC,AMR,LMC,2024,7,0_4,
Nicaragua,NIC,AMR,LMC,2024,4,65+,
Trinidad and Tobago,TTO,AMR,HIC,2024,1,0_4,
Trinidad and Tobago,TTO,AMR,HIC,2024,3,15_64,
Nicaragua,NIC,AMR,LMC,2024,9,5_14,
Nicaragua,NIC,AMR,LMC,2024,9,15_64,
Nicaragua,NIC,AMR,LMC,2024,8,5_14,
Nicaragua,NIC,AMR,LMC,2024,8,15_64,
Nicaragua,NIC,AMR,LMC,2024,7,15_64,
Nicaragua,NIC,AMR,LMC,2024,4,0_4,
Tonga,TON,WPR,UMC,2024,3,15_64,
Niger,NER,AFR,LIC,2024,7,65+,
Tonga,TON,WPR,UMC,2024,2,0_4,
Nicaragua,NIC,AMR,LMC,2024,2,15_64,
Nicaragua,NIC,AMR,LMC,2024,12,5_14,
Nicaragua,NIC,AMR,LMC,2024,4,15_64,
Nicaragua,NIC,AMR,LMC,2024,3,15_64,
Nicaragua,NIC,AMR,LMC,2024,9,65+,
Nicaragua,NIC,AMR,LMC,2024,8,65+,
Nicaragua,NIC,AMR,LMC,2024,7,65+,
Nicaragua,NIC,AMR,LMC,2024,4,5_14,
Nicaragua,NIC,AMR,LMC,2024,3,5_14,
Tonga,TON,WPR,UMC,2024,1,0_4,
Nicaragua,NIC,AMR,LMC,2024,12,15_64,
Nicaragua,NIC,AMR,LMC,2024,11,5_14,
Nicaragua,NIC,AMR,LMC,2024,10,5_14,
Nicaragua,NIC,AMR,LMC,2024,6,15_64,
Nicaragua,NIC,AMR,LMC,2024,5,0_4,
Nicaragua,NIC,AMR,LMC,2024,2,0_4,
Nicaragua,NIC,AMR,LMC,2024,1,0_4,
Nicaragua,NIC,AMR,LMC,2024,5,15_64,
Nicaragua,NIC,AMR,LMC,2024,1,15_64,
North Macedonia,MKD,EUR,UMC,2024,1,0_4,0
Niger,NER,AFR,LIC,2024,8,65+,
Niger,NER,AFR,LIC,2024,12,0_4,
Nigeria,NGA,AFR,LMC,2024,2,15_64,
Nigeria,NGA,AFR,LMC,2024,1,15_64,
Tonga,TON,WPR,UMC,2024,2,65+,
Tonga,TON,WPR,UMC,2024,5,5_14,
Tonga,TON,WPR,UMC,2024,5,65+,
Tonga,TON,WPR,UMC,2024,6,5_14,
Nigeria,NGA,AFR,LMC,2024,12,15_64,
Nigeria,NGA,AFR,LMC,2024,5,15_64,
Nigeria,NGA,AFR,LMC,2024,11,5_14,
Nigeria,NGA,AFR,LMC,2024,10,5_14,
Nigeria,NGA,AFR,LMC,2024,10,0_4,
Nigeria,NGA,AFR,LMC,2024,4,65+,
Nigeria,NGA,AFR,LMC,2024,3,65+,
Tonga,TON,WPR,UMC,2024,6,65+,
Tonga,TON,WPR,UMC,2024,10,0_4,
Nigeria,NGA,AFR,LMC,2024,9,15_64,
Nigeria,NGA,AFR,LMC,2024,11,0_4,
Nigeria,NGA,AFR,LMC,2024,6,15_64,
Nigeria,NGA,AFR,LMC,2024,3,15_64,
Tonga,TON,WPR,UMC,2024,2,5_14,
Nigeria,NGA,AFR,LMC,2024,5,0_4,
Nigeria,NGA,AFR,LMC,2024,2,5_14,
Nigeria,NGA,AFR,LMC,2024,2,0_4,
Nigeria,NGA,AFR,LMC,2024,1,5_14,
Nigeria,NGA,AFR,LMC,2024,1,0_4,
Tonga,TON,WPR,UMC,2024,6,15_64,
Tonga,TON,WPR,UMC,2024,12,65+,
Nigeria,NGA,AFR,LMC,2024,11,65+,
Nigeria,NGA,AFR,LMC,2024,10,65+,
Nigeria,NGA,AFR,LMC,2024,4,0_4,
Nigeria,NGA,AFR,LMC,2024,3,0_4,
Tonga,TON,WPR,UMC,2024,1,65+,
Nigeria,NGA,AFR,LMC,2024,10,15_64,
Nigeria,NGA,AFR,LMC,2024,9,5_14,
Nigeria,NGA,AFR,LMC,2024,8,5_14,
Nigeria,NGA,AFR,LMC,2024,7,5_14,
Nigeria,NGA,AFR,LMC,2024,4,15_64,
Nigeria,NGA,AFR,LMC,2024,8,15_64,
Nigeria,NGA,AFR,LMC,2024,7,15_64,
Nigeria,NGA,AFR,LMC,2024,5,65+,
Nigeria,NGA,AFR,LMC,2024,4,5_14,
Niger,NER,AFR,LIC,2024,3,0_4,
Tonga,TON,WPR,UMC,2024,3,5_14,
Niger,NER,AFR,LIC,2024,11,65+,
Niger,NER,AFR,LIC,2024,11,0_4,
Niger,NER,AFR,LIC,2024,10,65+,
Niger,NER,AFR,LIC,2024,10,0_4,
Niger,NER,AFR,LIC,2024,4,15_64,
Niger,NER,AFR,LIC,2024,3,15_64,
Niger,NER,AFR,LIC,2024,7,15_64,
Niger,NER,AFR,LIC,2024,6,5_14,
Niger,NER,AFR,LIC,2024,6,0_4,
Niger,NER,AFR,LIC,2024,5,5_14,
Niger,NER,AFR,LIC,2024,5,0_4,
Niger,NER,AFR,LIC,2024,2,5_14,
Niger,NER,AFR,LIC,2024,2,0_4,
Niger,NER,AFR,LIC,2024,1,5_14,
Niger,NER,AFR,LIC,2024,12,5_14,
Niger,NER,AFR,LIC,2024,4,0_4,
Niger,NER,AFR,LIC,2024,9,65+,
Niger,NER,AFR,LIC,2024,7,5_14,
Niger,NER,AFR,LIC,2024,9,5_14,
Nigeria,NGA,AFR,LMC,2024,3,5_14,
Nigeria,NGA,AFR,LMC,2024,2,65+,
Tonga,TON,WPR,UMC,2024,11,0_4,
Tonga,TON,WPR,UMC,2024,4,65+,
Tonga,TON,WPR,UMC,2024,6,0_4,
Tonga,TON,WPR,UMC,2024,10,65+,
Tonga,TON,WPR,UMC,2024,11,65+,
Nigeria,NGA,AFR,LMC,2024,1,65+,
Nigeria,NGA,AFR,LMC,2024,12,65+,
Nigeria,NGA,AFR,LMC,2024,9,0_4,
Nigeria,NGA,AFR,LMC,2024,8,0_4,
Nigeria,NGA,AFR,LMC,2024,7,0_4,
Nigeria,NGA,AFR,LMC,2024,6,65+,
Tonga,TON,WPR,UMC,2024,12,0_4,
Tonga,TON,WPR,UMC,2024,12,5_14,
Niger,NER,AFR,LIC,2024,11,15_64,
Niger,NER,AFR,LIC,2024,10,15_64,
Niger,NER,AFR,LIC,2024,8,5_14,
Nicaragua,NIC,AMR,LMC,2024,3,65+,
North Macedonia,MKD,EUR,UMC,2024,1,5_14,0
North Macedonia,MKD,EUR,UMC,2024,6,15_64,0
Togo,TGO,AFR,LIC,2024,5,65+,
Togo,TGO,AFR,LIC,2024,6,0_4,
Togo,TGO,AFR,LIC,2024,6,5_14,
Togo,TGO,AFR,LIC,2024,6,65+,
Oman,OMN,EMR,HIC,2024,11,5_14,
Oman,OMN,EMR,HIC,2024,10,5_14,
Oman,OMN,EMR,HIC,2024,9,15_64,
Togo,TGO,AFR,LIC,2024,5,5_14,
Oman,OMN,EMR,HIC,2024,8,15_64,
Oman,OMN,EMR,HIC,2024,4,0_4,
Oman,OMN,EMR,HIC,2024,3,0_4,
Togo,TGO,AFR,LIC,2024,7,15_64,
Togo,TGO,AFR,LIC,2024,7,5_14,
Togo,TGO,AFR,LIC,2024,8,15_64,
Oman,OMN,EMR,HIC,2024,9,5_14,
Oman,OMN,EMR,HIC,2024,8,5_14,
Oman,OMN,EMR,HIC,2024,7,15_64,
Togo,TGO,AFR,LIC,2024,5,0_4,
Oman,OMN,EMR,HIC,2024,7,65+,
Oman,OMN,EMR,HIC,2024,8,65+,
Oman,OMN,EMR,HIC,2024,9,0_4,
Oman,OMN,EMR,HIC,2024,8,0_4,
Oman,OMN,EMR,HIC,2024,7,0_4,
Oman,OMN,EMR,HIC,2024,6,65+,
Oman,OMN,EMR,HIC,2024,5,65+,
Oman,OMN,EMR,HIC,2024,4,5_14,
Oman,OMN,EMR,HIC,2024,3,5_14,
Oman,OMN,EMR,HIC,2024,2,65+,
Oman,OMN,EMR,HIC,2024,1,65+,
Oman,OMN,EMR,HIC,2024,12,65+,
Oman,OMN,EMR,HIC,2024,12,5_14,
Oman,OMN,EMR,HIC,2024,5,15_64,
Oman,OMN,EMR,HIC,2024,2,15_64,
Oman,OMN,EMR,HIC,2024,1,15_64,
Oman,OMN,EMR,HIC,2024,11,0_4,
Oman,OMN,EMR,HIC,2024,10,0_4,
Oman,OMN,EMR,HIC,2024,9,65+,
Oman,OMN,EMR,HIC,2024,4,15_64,
Oman,OMN,EMR,HIC,2024,1,5_14,
Oman,OMN,EMR,HIC,2024,3,15_64,
Oman,OMN,EMR,HIC,2024,11,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,9,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,8,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,8,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,7,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,7,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,3,15_64,
Togo,TGO,AFR,LIC,2024,7,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,9,65+,
Togo,TGO,AFR,LIC,2024,8,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,11,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,10,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,9,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,8,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,7,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,4,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,6,15_64,
Togo,TGO,AFR,LIC,2024,9,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,1,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,2,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,3,0_4,
Oman,OMN,EMR,HIC,2024,10,15_64,
Oman,OMN,EMR,HIC,2024,7,5_14,
Oman,OMN,EMR,HIC,2024,6,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,12,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,11,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,10,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,6,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,6,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,5,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,2,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,1,65+,
Togo,TGO,AFR,LIC,2024,8,5_14,
Togo,TGO,AFR,LIC,2024,9,15_64,
Togo,TGO,AFR,LIC,2024,12,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,12,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,5,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,4,0_4,
Oman,OMN,EMR,HIC,2024,12,0_4,
Oman,OMN,EMR,HIC,2024,4,65+,
Oman,OMN,EMR,HIC,2024,10,65+,
Oman,OMN,EMR,HIC,2024,11,65+,
Pakistan,PAK,EMR,LMC,2024,10,65+,
Pakistan,PAK,EMR,LMC,2024,3,15_64,
Togo,TGO,AFR,LIC,2024,1,15_64,
Togo,TGO,AFR,LIC,2024,1,5_14,
Pakistan,PAK,EMR,LMC,2024,11,15_64,
Pakistan,PAK,EMR,LMC,2024,10,15_64,
Pakistan,PAK,EMR,LMC,2024,4,15_64,
Pakistan,PAK,EMR,LMC,2024,11,65+,
Togo,TGO,AFR,LIC,2024,2,15_64,
Togo,TGO,AFR,LIC,2024,5,15_64,
Pakistan,PAK,EMR,LMC,2024,11,5_14,
Pakistan,PAK,EMR,LMC,2024,11,0_4,
Pakistan,PAK,EMR,LMC,2024,10,5_14,
Pakistan,PAK,EMR,LMC,2024,10,0_4,
Pakistan,PAK,EMR,LMC,2024,9,65+,
Pakistan,PAK,EMR,LMC,2024,8,65+,
Togo,TGO,AFR,LIC,2024,2,5_14,
Pakistan,PAK,EMR,LMC,2024,3,5_14,
Pakistan,PAK,EMR,LMC,2024,3,65+,
Pakistan,PAK,EMR,LMC,2024,4,5_14,
Palau,PLW,WPR,HIC,2024,8,65+,
Palau,PLW,WPR,HIC,2024,7,65+,
Palau,PLW,WPR,HIC,2024,4,5_14,
Palau,PLW,WPR,HIC,2024,3,5_14,
Palau,PLW,WPR,HIC,2024,7,15_64,
Palau,PLW,WPR,HIC,2024,4,0_4,
Palau,PLW,WPR,HIC,2024,3,0_4,
Togo,TGO,AFR,LIC,2024,6,15_64,
Togo,TGO,AFR,LIC,2024,7,0_4,
Togo,TGO,AFR,LIC,2024,8,0_4,
Togo,TGO,AFR,LIC,2024,9,0_4,
Togo,TGO,AFR,LIC,2024,12,15_64,
Pakistan,PAK,EMR,LMC,2024,12,15_64,
Pakistan,PAK,EMR,LMC,2024,9,0_4,
Pakistan,PAK,EMR,LMC,2024,8,0_4,
Pakistan,PAK,EMR,LMC,2024,7,0_4,
Pakistan,PAK,EMR,LMC,2024,4,65+,
Pakistan,PAK,EMR,LMC,2024,7,65+,
Pakistan,PAK,EMR,LMC,2024,4,0_4,
Pakistan,PAK,EMR,LMC,2024,7,15_64,
Pakistan,PAK,EMR,LMC,2024,3,0_4,
Pakistan,PAK,EMR,LMC,2024,5,15_64,
Pakistan,PAK,EMR,LMC,2024,2,5_14,
Pakistan,PAK,EMR,LMC,2024,2,15_64,
Pakistan,PAK,EMR,LMC,2024,1,5_14,
Pakistan,PAK,EMR,LMC,2024,1,15_64,
Oman,OMN,EMR,HIC,2024,12,15_64,
Oman,OMN,EMR,HIC,2024,6,5_14,
Oman,OMN,EMR,HIC,2024,6,15_64,
Oman,OMN,EMR,HIC,2024,5,5_14,
Oman,OMN,EMR,HIC,2024,5,0_4,
Oman,OMN,EMR,HIC,2024,3,65+,
Oman,OMN,EMR,HIC,2024,2,5_14,
Oman,OMN,EMR,HIC,2024,2,0_4,
Oman,OMN,EMR,HIC,2024,1,0_4,
Togo,TGO,AFR,LIC,2024,1,65+,
Togo,TGO,AFR,LIC,2024,2,0_4,
Togo,TGO,AFR,LIC,2024,2,65+,
Pakistan,PAK,EMR,LMC,2024,5,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,5,15_64,
Pakistan,PAK,EMR,LMC,2024,6,15_64,
Pakistan,PAK,EMR,LMC,2024,2,0_4,
Pakistan,PAK,EMR,LMC,2024,12,0_4,
Pakistan,PAK,EMR,LMC,2024,9,5_14,
Pakistan,PAK,EMR,LMC,2024,9,15_64,
Togo,TGO,AFR,LIC,2024,12,65+,
Togo,TGO,AFR,LIC,2024,1,0_4,
Pakistan,PAK,EMR,LMC,2024,8,5_14,
Pakistan,PAK,EMR,LMC,2024,8,15_64,
Pakistan,PAK,EMR,LMC,2024,7,5_14,
Pakistan,PAK,EMR,LMC,2024,5,65+,
Pakistan,PAK,EMR,LMC,2024,2,65+,
Pakistan,PAK,EMR,LMC,2024,1,65+,
Pakistan,PAK,EMR,LMC,2024,12,65+,
Pakistan,PAK,EMR,LMC,2024,12,5_14,
Pakistan,PAK,EMR,LMC,2024,6,65+,
Pakistan,PAK,EMR,LMC,2024,6,5_14,
Pakistan,PAK,EMR,LMC,2024,6,0_4,
Pakistan,PAK,EMR,LMC,2024,5,0_4,
Pakistan,PAK,EMR,LMC,2024,1,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,5,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,2,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,2,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,8,65+,
Northern Mariana Islands,MNP,WPR,HIC,2024,7,65+,
Northern Mariana Islands,MNP,WPR,HIC,2024,6,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,5,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,2,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,1,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,6,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,9,65+,
Northern Mariana Islands,MNP,WPR,HIC,2024,5,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,1,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,11,65+,
Northern Mariana Islands,MNP,WPR,HIC,2024,10,65+,
Northern Mariana Islands,MNP,WPR,HIC,2024,9,5_14,
Northern Mariana Islands,MNP,WPR,HIC,2024,9,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,8,5_14,
Northern Mariana Islands,MNP,WPR,HIC,2024,8,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,2,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,10,5_14,
Northern Mariana Islands,MNP,WPR,HIC,2024,11,5_14,
Northern Mariana Islands,MNP,WPR,HIC,2024,12,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,6,5_14,
Northern Mariana Islands,MNP,WPR,HIC,2024,5,65+,
Tokelau,TKL,WPR,,2024,7,65+,
Tokelau,TKL,WPR,,2024,10,15_64,
Tokelau,TKL,WPR,,2024,11,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,11,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,10,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,4,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,3,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,2,65+,
Northern Mariana Islands,MNP,WPR,HIC,2024,1,65+,
Tokelau,TKL,WPR,,2024,12,0_4,
Tokelau,TKL,WPR,,2024,3,15_64,
Tokelau,TKL,WPR,,2024,4,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,4,5_14,
Northern Mariana Islands,MNP,WPR,HIC,2024,3,5_14,
Northern Mariana Islands,MNP,WPR,HIC,2024,3,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,7,5_14,
Northern Mariana Islands,MNP,WPR,HIC,2024,7,0_4,
Tokelau,TKL,WPR,,2024,7,5_14,
Tokelau,TKL,WPR,,2024,8,5_14,
North Macedonia,MKD,EUR,UMC,2024,1,65+,5
Tokelau,TKL,WPR,,2024,11,65+,
North Macedonia,MKD,EUR,UMC,2024,7,65+,1
North Macedonia,MKD,EUR,UMC,2024,5,5_14,0
North Macedonia,MKD,EUR,UMC,2024,4,5_14,0
North Macedonia,MKD,EUR,UMC,2024,2,5_14,0
Tokelau,TKL,WPR,,2024,1,0_4,
Tokelau,TKL,WPR,,2024,1,5_14,
North Macedonia,MKD,EUR,UMC,2024,8,5_14,0
North Macedonia,MKD,EUR,UMC,2024,8,0_4,0
North Macedonia,MKD,EUR,UMC,2024,6,65+,0
North Macedonia,MKD,EUR,UMC,2024,3,65+,1
North Macedonia,MKD,EUR,UMC,2024,3,5_14,0
North Macedonia,MKD,EUR,UMC,2024,12,65+,0
North Macedonia,MKD,EUR,UMC,2024,11,65+,0
North Macedonia,MKD,EUR,UMC,2024,9,65+,5
North Macedonia,MKD,EUR,UMC,2024,7,15_64,0
North Macedonia,MKD,EUR,UMC,2024,4,65+,0
Northern Mariana Islands,MNP,WPR,HIC,2024,6,65+,
North Macedonia,MKD,EUR,UMC,2024,5,65+,0
North Macedonia,MKD,EUR,UMC,2024,7,0_4,0
Tokelau,TKL,WPR,,2024,4,65+,
Northern Mariana Islands,MNP,WPR,HIC,2024,11,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,10,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,9,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,8,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,7,15_64,
Northern Mariana Islands,MNP,WPR,HIC,2024,4,65+,
Northern Mariana Islands,MNP,WPR,HIC,2024,4,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,3,65+,
Northern Mariana Islands,MNP,WPR,HIC,2024,5,5_14,
Northern Mariana Islands,MNP,WPR,HIC,2024,2,5_14,
Northern Mariana Islands,MNP,WPR,HIC,2024,1,5_14,
Tokelau,TKL,WPR,,2024,9,5_14,
Tokelau,TKL,WPR,,2024,10,65+,
North Macedonia,MKD,EUR,UMC,2024,11,15_64,0
North Macedonia,MKD,EUR,UMC,2024,10,5_14,0
North Macedonia,MKD,EUR,UMC,2024,9,5_14,0
North Macedonia,MKD,EUR,UMC,2024,6,0_4,0
North Macedonia,MKD,EUR,UMC,2024,3,0_4,0
Northern Mariana Islands,MNP,WPR,HIC,2024,12,0_4,
Northern Mariana Islands,MNP,WPR,HIC,2024,12,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,10,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,6,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,4,65+,
Tokelau,TKL,WPR,,2024,8,65+,
Norway,NOR,EUR,HIC,2024,12,5_14,
Norway,NOR,EUR,HIC,2024,9,15_64,
Norway,NOR,EUR,HIC,2024,4,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,11,65+,
Norway,NOR,EUR,HIC,2024,3,65+,
Norway,NOR,EUR,HIC,2024,1,0_4,
Norway,NOR,EUR,HIC,2024,9,0_4,
Norway,NOR,EUR,HIC,2024,8,15_64,
Norway,NOR,EUR,HIC,2024,7,15_64,
Norway,NOR,EUR,HIC,2024,12,65+,
Norway,NOR,EUR,HIC,2024,8,0_4,
Norway,NOR,EUR,HIC,2024,7,0_4,
Norway,NOR,EUR,HIC,2024,2,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,12,0_4,
Tokelau,TKL,WPR,,2024,9,15_64,
Tokelau,TKL,WPR,,2024,8,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,1,15_64,
Togo,TGO,AFR,LIC,2024,9,65+,
Tokelau,TKL,WPR,,2024,3,0_4,
Tokelau,TKL,WPR,,2024,3,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,1,0_4,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,12,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,11,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,10,5_14,
Tokelau,TKL,WPR,,2024,4,0_4,
Tokelau,TKL,WPR,,2024,4,5_14,
Tokelau,TKL,WPR,,2024,7,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,9,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,8,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,7,15_64,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,4,5_14,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,3,65+,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,LMC,2024,3,5_14,
Tokelau,TKL,WPR,,2024,9,65+,
Tokelau,TKL,WPR,,2024,10,0_4,
